abbrev,type,category,priority,sourceFile,sourcepath,start,end
REC,REC_CATCH_EXCEPTION,STYLE,3,ItemDemanda.java,br/gov/caixa/siget/entity/ItemDemanda.java,228,228
HE,HE_EQUALS_USE_HASHCODE,BAD_PRACTICE,1,Padest.java,br/gov/caixa/siget/entity/Padest.java,,
HE,HE_EQUALS_USE_HASHCODE,BAD_PRACTICE,1,Padest.java,br/gov/caixa/siget/entity/Padest.java,74,86
HE,HE_EQUALS_USE_HASHCODE,BAD_PRACTICE,1,Servico.java,br/gov/caixa/siget/entity/Servico.java,,
HE,HE_EQUALS_USE_HASHCODE,BAD_PRACTICE,1,Servico.java,br/gov/caixa/siget/entity/Servico.java,62,74
HE,HE_EQUALS_USE_HASHCODE,BAD_PRACTICE,1,UnidadeMedida.java,br/gov/caixa/siget/entity/UnidadeMedida.java,,
HE,HE_EQUALS_USE_HASHCODE,BAD_PRACTICE,1,UnidadeMedida.java,br/gov/caixa/siget/entity/UnidadeMedida.java,65,77
UCF,UCF_USELESS_CONTROL_FLOW,STYLE,2,ViewEmpregado.java,br/gov/caixa/siget/entity/ViewEmpregado.java,,
UCF,UCF_USELESS_CONTROL_FLOW,STYLE,2,ViewEmpregado.java,br/gov/caixa/siget/entity/ViewEmpregado.java,143,162
UCF,UCF_USELESS_CONTROL_FLOW,STYLE,2,ViewEmpregado.java,br/gov/caixa/siget/entity/ViewEmpregado.java,158,158
EI,EI_EXPOSE_REP,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,,
EI,EI_EXPOSE_REP,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,155,155
EI,EI_EXPOSE_REP,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,,
EI,EI_EXPOSE_REP,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,155,155
EI,EI_EXPOSE_REP,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,,
EI,EI_EXPOSE_REP,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,147,147
EI,EI_EXPOSE_REP,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,,
EI,EI_EXPOSE_REP,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,147,147
EI2,EI_EXPOSE_REP2,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,,
EI2,EI_EXPOSE_REP2,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,62,76
EI2,EI_EXPOSE_REP2,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,,
EI2,EI_EXPOSE_REP2,MALICIOUS_CODE,2,,,,
EI2,EI_EXPOSE_REP2,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,73,73
EI2,EI_EXPOSE_REP2,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,,
EI2,EI_EXPOSE_REP2,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,62,76
EI2,EI_EXPOSE_REP2,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,,
EI2,EI_EXPOSE_REP2,MALICIOUS_CODE,2,,,,
EI2,EI_EXPOSE_REP2,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,72,72
EI2,EI_EXPOSE_REP2,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,,
EI2,EI_EXPOSE_REP2,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,159,160
EI2,EI_EXPOSE_REP2,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,,
EI2,EI_EXPOSE_REP2,MALICIOUS_CODE,2,,,,
EI2,EI_EXPOSE_REP2,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,159,159
EI2,EI_EXPOSE_REP2,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,,
EI2,EI_EXPOSE_REP2,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,151,152
EI2,EI_EXPOSE_REP2,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,,
EI2,EI_EXPOSE_REP2,MALICIOUS_CODE,2,,,,
EI2,EI_EXPOSE_REP2,MALICIOUS_CODE,2,ViewUnidade.java,br/gov/caixa/siget/entity/ViewUnidade.java,151,151
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,AutorizaOrcamentoBean.java,br/gov/caixa/siget/service/AutorizaOrcamentoBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,AutorizaOrcamentoBean.java,br/gov/caixa/siget/service/AutorizaOrcamentoBean.java,114,166
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,AutorizaOrcamentoBean.java,br/gov/caixa/siget/service/AutorizaOrcamentoBean.java,118,118
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,3,AutorizaOrcamentoBean.java,br/gov/caixa/siget/service/AutorizaOrcamentoBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,3,AutorizaOrcamentoBean.java,br/gov/caixa/siget/service/AutorizaOrcamentoBean.java,114,166
DLS,DLS_DEAD_LOCAL_STORE,STYLE,3,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,3,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,3,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,3,,,,
NP,NP_LOAD_OF_KNOWN_NULL_VALUE,STYLE,2,ConsultaDominioBean.java,br/gov/caixa/siget/service/ConsultaDominioBean.java,,
NP,NP_LOAD_OF_KNOWN_NULL_VALUE,STYLE,2,ConsultaDominioBean.java,br/gov/caixa/siget/service/ConsultaDominioBean.java,29,61
NP,NP_LOAD_OF_KNOWN_NULL_VALUE,STYLE,2,,,,
NP,NP_LOAD_OF_KNOWN_NULL_VALUE,STYLE,2,ConsultaDominioBean.java,br/gov/caixa/siget/service/ConsultaDominioBean.java,45,45
RCN,RCN_REDUNDANT_NULLCHECK_OF_NULL_VALUE,STYLE,3,ConsultaDominioBean.java,br/gov/caixa/siget/service/ConsultaDominioBean.java,,
RCN,RCN_REDUNDANT_NULLCHECK_OF_NULL_VALUE,STYLE,3,ConsultaDominioBean.java,br/gov/caixa/siget/service/ConsultaDominioBean.java,29,61
RCN,RCN_REDUNDANT_NULLCHECK_OF_NULL_VALUE,STYLE,3,,,,
RCN,RCN_REDUNDANT_NULLCHECK_OF_NULL_VALUE,STYLE,3,ConsultaDominioBean.java,br/gov/caixa/siget/service/ConsultaDominioBean.java,45,45
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,HistoricoDemandaBean.java,br/gov/caixa/siget/service/HistoricoDemandaBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,HistoricoDemandaBean.java,br/gov/caixa/siget/service/HistoricoDemandaBean.java,159,166
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,HistoricoDemandaBean.java,br/gov/caixa/siget/service/HistoricoDemandaBean.java,159,159
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
RC,RC_REF_COMPARISON,CORRECTNESS,1,HistoricoDemandaBean.java,br/gov/caixa/siget/service/HistoricoDemandaBean.java,,
RC,RC_REF_COMPARISON,CORRECTNESS,1,HistoricoDemandaBean.java,br/gov/caixa/siget/service/HistoricoDemandaBean.java,73,154
RC,       /RC_REF_COMPARISON,CORRECTNESS,1,Integer.java,java/lang/Integer.java,52,1590
RC,RC_REF_COMPARISON,CORRECTNESS,1,ConsultaHistorico.java,br/gov/caixa/siget/entity/ConsultaHistorico.java,35,35
RC,RC_REF_COMPARISON,CORRECTNESS,1,HistoricoDemanda.java,br/gov/caixa/siget/entity/HistoricoDemanda.java,209,209
RC,RC_REF_COMPARISON,CORRECTNESS,1,HistoricoDemandaBean.java,br/gov/caixa/siget/service/HistoricoDemandaBean.java,118,118
RC,RC_REF_COMPARISON,CORRECTNESS,1,HistoricoDemandaBean.java,br/gov/caixa/siget/service/HistoricoDemandaBean.java,149,149
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,HistoricoOrcamentoBean.java,br/gov/caixa/siget/service/HistoricoOrcamentoBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,HistoricoOrcamentoBean.java,br/gov/caixa/siget/service/HistoricoOrcamentoBean.java,52,55
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,HistoricoOrcamentoBean.java,br/gov/caixa/siget/service/HistoricoOrcamentoBean.java,52,52
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterAmbienteBean.java,br/gov/caixa/siget/service/ManterAmbienteBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterAmbienteBean.java,br/gov/caixa/siget/service/ManterAmbienteBean.java,94,102
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterAmbienteBean.java,br/gov/caixa/siget/service/ManterAmbienteBean.java,96,96
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterBemBean.java,br/gov/caixa/siget/service/ManterBemBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterBemBean.java,br/gov/caixa/siget/service/ManterBemBean.java,96,107
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterBemBean.java,br/gov/caixa/siget/service/ManterBemBean.java,101,101
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterCanalBean.java,br/gov/caixa/siget/service/ManterCanalBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterCanalBean.java,br/gov/caixa/siget/service/ManterCanalBean.java,107,115
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterCanalBean.java,br/gov/caixa/siget/service/ManterCanalBean.java,109,109
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
NP,NP_NULL_ON_SOME_PATH,CORRECTNESS,2,ManterCompromissoBean.java,br/gov/caixa/siget/service/ManterCompromissoBean.java,,
NP,NP_NULL_ON_SOME_PATH,CORRECTNESS,2,ManterCompromissoBean.java,br/gov/caixa/siget/service/ManterCompromissoBean.java,115,137
NP,NP_NULL_ON_SOME_PATH,CORRECTNESS,2,,,,
NP,NP_NULL_ON_SOME_PATH,CORRECTNESS,2,ManterCompromissoBean.java,br/gov/caixa/siget/service/ManterCompromissoBean.java,125,125
NP,NP_NULL_ON_SOME_PATH,CORRECTNESS,2,ManterCompromissoBean.java,br/gov/caixa/siget/service/ManterCompromissoBean.java,116,116
NP,NP_NULL_ON_SOME_PATH,CORRECTNESS,2,ManterCompromissoBean.java,br/gov/caixa/siget/service/ManterCompromissoBean.java,117,117
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterContatoFornecedorBean.java,br/gov/caixa/siget/service/ManterContatoFornecedorBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterContatoFornecedorBean.java,br/gov/caixa/siget/service/ManterContatoFornecedorBean.java,58,73
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterContatoFornecedorBean.java,br/gov/caixa/siget/service/ManterContatoFornecedorBean.java,59,59
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DB,DB_DUPLICATE_BRANCHES,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,,
DB,DB_DUPLICATE_BRANCHES,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,1204,1264
DB,DB_DUPLICATE_BRANCHES,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,1247,1247
DB,DB_DUPLICATE_BRANCHES,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,1249,1249
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,1775,1835
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,1779,1779
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,1708,1769
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,1712,1712
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,1904,1949
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,1909,1909
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,1588,1636
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,1592,1592
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,1841,1899
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,1845,1845
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,1397,1454
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,1404,1404
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,1641,1702
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,1646,1646
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,498,521
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,498,498
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,2,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,3,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,3,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,1775,1835
DLS,DLS_DEAD_LOCAL_STORE,STYLE,3,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,3,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,3,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,3,,,,
DLS,DLS_DEAD_LOCAL_STORE,STYLE,3,ManterDemandaBean.java,br/gov/caixa/siget/service/ManterDemandaBean.java,,
